txn_uid,sender_uid,receiver_uid,amount,timestamp,txn_type,status,is_fraud,fraud_score
TXN0000031,ACC00689,ACC03171,2541.03,2024-01-01 03:25:17,withdrawal,normal,0,0.0
TXN0000032,ACC00845,ACC03327,1388.19,2024-01-01 03:27:27,withdrawal,normal,0,0.0
TXN0000033,ACC03942,ACC04785,7136.1,2024-01-01 03:37:07,withdrawal,normal,0,0.0
TXN0000034,ACC01231,ACC00940,3206.3,2024-01-01 03:54:33,transfer,normal,0,0.0
TXN0000035,ACC03141,ACC01472,8139.57,2024-01-01 03:56:40,transfer,normal,0,0.0
TXN0000036,ACC00439,ACC00875,2843.93,2024-01-01 04:04:48,withdrawal,normal,0,0.0
TXN0000037,ACC01833,ACC02506,1580.96,2024-01-01 04:13:34,transfer,normal,0,0.0
TXN0000038,ACC04678,ACC01428,3307.79,2024-01-01 04:14:47,payment,normal,0,0.0
TXN0000039,ACC01994,ACC00948,14377.77,2024-01-01 04:25:05,withdrawal,normal,0,0.0
TXN0000040,ACC03881,ACC02531,950.71,2024-01-01 04:32:09,transfer,normal,0,0.0
TXN0000041,ACC03969,ACC03601,11202.73,2024-01-01 04:44:16,withdrawal,normal,0,0.0
TXN0000042,ACC03729,ACC01024,3173.82,2024-01-01 04:46:42,payment,normal,0,0.0
TXN0000043,ACC00773,ACC01775,1534.71,2024-01-01 04:52:26,transfer,normal,0,0.0
TXN0000044,ACC03545,ACC02727,2093.8,2024-01-01 04:53:22,payment,normal,0,0.0
TXN0000045,ACC04887,ACC02368,6975.94,2024-01-01 04:57:25,transfer,normal,0,0.0
TXN0000046,ACC00596,ACC01997,3387.6,2024-01-01 05:04:00,withdrawal,normal,0,0.0
TXN0000047,ACC02482,ACC02315,1917.88,2024-01-01 05:10:07,transfer,normal,0,0.0
TXN0000048,ACC00700,ACC01453,6901.32,2024-01-01 05:10:18,withdrawal,normal,0,0.0
TXN0000049,ACC03717,ACC03262,2512.99,2024-01-01 05:19:55,payment,normal,0,0.0
TXN0000050,ACC00013,ACC00665,2999.72,2024-01-01 05:25:41,payment,normal,0,0.0
TXN0000051,ACC00877,ACC04933,7809.4,2024-01-01 05:27:49,payment,normal,0,0.0
TXN0000052,ACC03957,ACC00656,6353.28,2024-01-01 05:44:59,payment,normal,0,0.0
TXN0000053,ACC00759,ACC02308,14253.32,2024-01-01 05:52:43,withdrawal,normal,0,0.0
TXN0000054,ACC00105,ACC00388,9597.86,2024-01-01 06:02:43,payment,normal,0,0.0
TXN0000055,ACC02633,ACC01155,3167.46,2024-01-01 06:07:14,withdrawal,normal,0,0.0
TXN0000056,ACC00866,ACC04451,1672.51,2024-01-01 06:27:33,withdrawal,normal,0,0.0
TXN0000057,ACC04570,ACC04229,5631.9,2024-01-01 06:28:03,payment,normal,0,0.0
TXN0000058,ACC03592,ACC04598,1712.83,2024-01-01 06:32:52,withdrawal,normal,0,0.0
TXN0000059,ACC02025,ACC02501,5880.41,2024-01-01 06:38:02,payment,normal,0,0.0
TXN0000060,ACC00683,ACC00795,1313.87,2024-01-01 06:56:20,withdrawal,normal,0,0.0
TXN0000061,ACC01820,ACC01978,2046.83,2024-01-01 06:58:38,transfer,normal,0,0.0
TXN0000062,ACC00028,ACC01688,7498.27,2024-01-01 06:59:39,withdrawal,normal,0,0.0
TXN0000063,ACC04275,ACC00442,895.09,2024-01-01 07:03:00,transfer,normal,0,0.0
TXN0000064,ACC03612,ACC02923,5318.22,2024-01-01 07:12:58,payment,normal,0,0.0
TXN0000065,ACC01909,ACC00915,2134.41,2024-01-01 07:13:28,transfer,normal,0,0.0
TXN0000066,ACC00175,ACC00815,685.14,2024-01-01 07:23:15,transfer,normal,0,0.0
TXN0000067,ACC03751,ACC04781,13215.23,2024-01-01 07:31:04,withdrawal,normal,0,0.0
TXN0000068,ACC00324,ACC03223,4065.07,2024-01-01 07:38:41,withdrawal,normal,0,0.0
TXN0000069,ACC02097,ACC02012,7878.7,2024-01-01 07:38:52,transfer,normal,0,0.0
TXN0000070,ACC01352,ACC02684,1169.88,2024-01-01 07:42:54,transfer,normal,0,0.0
TXN0000071,ACC00288,ACC00923,5659.15,2024-01-01 07:45:26,withdrawal,normal,0,0.0
TXN0000072,ACC04266,ACC00788,1234.94,2024-01-01 07:55:18,transfer,normal,0,0.0
TXN0000073,ACC04721,ACC02127,369.08,2024-01-01 07:59:39,payment,normal,0,0.0
TXN0000074,ACC04623,ACC03458,2205.41,2024-01-01 08:22:26,payment,normal,0,0.0
TXN0000075,ACC02038,ACC01691,7445.69,2024-01-01 08:23:17,payment,normal,0,0.0
TXN0000076,ACC02214,ACC02933,656.37,2024-01-01 08:29:16,withdrawal,normal,0,0.0
TXN0000077,ACC00639,ACC02638,1601.62,2024-01-01 08:33:40,withdrawal,normal,0,0.0
TXN0000078,ACC02018,ACC02271,970.11,2024-01-01 08:40:33,payment,normal,0,0.0
TXN0000079,ACC03403,ACC00362,4270.46,2024-01-01 08:48:03,transfer,normal,0,0.0
TXN0000080,ACC02107,ACC04808,4297.38,2024-01-01 08:52:24,payment,normal,0,0.0
TXN0000081,ACC03358,ACC03265,999.93,2024-01-01 08:58:53,payment,normal,0,0.0
TXN0000082,ACC02474,ACC03638,1190.94,2024-01-01 09:01:29,transfer,normal,0,0.0
TXN0000083,ACC04947,ACC01537,14414.58,2024-01-01 09:03:17,withdrawal,normal,0,0.0
TXN0000084,ACC03454,ACC03636,4633.81,2024-01-01 09:16:39,withdrawal,normal,0,0.0
TXN0000085,ACC04702,ACC03271,1885.94,2024-01-01 09:17:47,payment,normal,0,0.0
TXN0000086,ACC02264,ACC03545,1372.5,2024-01-01 09:25:22,payment,normal,0,0.0
TXN0000087,ACC01874,ACC04692,6909.28,2024-01-01 09:30:48,transfer,normal,0,0.0
TXN0000088,ACC00275,ACC01105,771.97,2024-01-01 09:31:54,transfer,normal,0,0.0
TXN0000089,ACC03128,ACC03500,3456.77,2024-01-01 09:37:51,transfer,normal,0,0.0
TXN0000090,ACC02396,ACC00899,1700.9,2024-01-01 09:43:57,withdrawal,normal,0,0.0
TXN0000091,ACC04330,ACC02169,4276.36,2024-01-01 10:01:26,payment,normal,0,0.0
TXN0000092,ACC02144,ACC03901,885.73,2024-01-01 10:07:36,transfer,normal,0,0.0
TXN0000093,ACC00725,ACC04325,4457.51,2024-01-01 10:19:33,payment,normal,0,0.0
TXN0000094,ACC02439,ACC00378,2815.44,2024-01-01 10:24:31,payment,normal,0,0.0
TXN0000095,ACC03937,ACC02573,741.83,2024-01-01 10:48:30,transfer,normal,0,0.0
TXN0000096,ACC02605,ACC02503,2509.99,2024-01-01 10:56:31,withdrawal,normal,0,0.0
TXN0000097,ACC04410,ACC02257,5762.16,2024-01-01 10:57:24,transfer,normal,0,0.0
TXN0000098,ACC04755,ACC04421,4733.8,2024-01-01 10:58:31,withdrawal,normal,0,0.0
TXN0000099,ACC02027,ACC00001,5839.44,2024-01-01 10:59:12,payment,normal,0,0.0
TXN0000100,ACC04800,ACC01083,5791.23,2024-01-01 10:59:39,payment,normal,0,0.0
TXN0000101,ACC02320,ACC00380,2218.46,2024-01-01 11:11:49,withdrawal,normal,0,0.0
TXN0000102,ACC04814,ACC03150,4195.97,2024-01-01 11:18:19,transfer,normal,0,0.0
TXN0000103,ACC03573,ACC03251,1399.76,2024-01-01 11:32:29,transfer,normal,0,0.0
TXN0000104,ACC02463,ACC03272,4510.07,2024-01-01 11:33:51,withdrawal,normal,0,0.0
TXN0000105,ACC04741,ACC01658,8422.44,2024-01-01 11:44:24,payment,normal,0,0.0
TXN0000106,ACC02495,ACC02294,1656.17,2024-01-01 12:02:09,payment,normal,0,0.0
TXN0000107,ACC04940,ACC01339,1318.42,2024-01-01 12:07:14,payment,normal,0,0.0
TXN0000108,ACC02130,ACC04998,1550.98,2024-01-01 12:07:27,payment,normal,0,0.0
TXN0000109,ACC04679,ACC00157,6875.76,2024-01-01 12:09:43,payment,normal,0,0.0
TXN0000110,ACC03636,ACC03696,13147.89,2024-01-01 12:18:55,payment,normal,0,0.0
TXN0000111,ACC02145,ACC02676,29324.2,2024-01-01 12:19:56,withdrawal,normal,0,0.0
TXN0000112,ACC01854,ACC03540,2818.9,2024-01-01 12:20:27,withdrawal,normal,0,0.0
TXN0000113,ACC03842,ACC02628,3526.14,2024-01-01 12:28:28,payment,normal,0,0.0
TXN0000114,ACC00088,ACC02385,4960.01,2024-01-01 12:31:22,transfer,normal,0,0.0
TXN0000115,ACC04765,ACC00921,18860.51,2024-01-01 12:45:06,withdrawal,normal,0,0.0
TXN0000116,ACC04893,ACC04566,9189.64,2024-01-01 12:48:12,withdrawal,normal,0,0.0
TXN0000117,ACC02414,ACC01480,3129.03,2024-01-01 12:49:07,withdrawal,normal,0,0.0
TXN0000118,ACC01796,ACC04267,3455.07,2024-01-01 12:51:08,transfer,normal,0,0.0
TXN0000119,ACC03079,ACC02153,4598.88,2024-01-01 12:52:21,payment,normal,0,0.0
TXN0000120,ACC04038,ACC03769,246.27,2024-01-01 12:52:30,payment,normal,0,0.0
TXN0000121,ACC02763,ACC04332,3684.99,2024-01-01 13:02:00,transfer,normal,0,0.0
TXN0000122,ACC02908,ACC03720,1532.49,2024-01-01 13:04:45,withdrawal,normal,0,0.0
TXN0000123,ACC02639,ACC02578,1652.68,2024-01-01 13:17:12,transfer,normal,0,0.0
TXN0000124,ACC01590,ACC01863,4320.16,2024-01-01 13:17:47,payment,normal,0,0.0
TXN0000125,ACC03717,ACC01407,5911.0,2024-01-01 13:32:05,payment,normal,0,0.0
TXN0000126,ACC00151,ACC00569,5463.98,2024-01-01 13:33:50,transfer,normal,0,0.0
TXN0000127,ACC02927,ACC00313,2981.91,2024-01-01 13:42:43,withdrawal,normal,0,0.0
TXN0000128,ACC01086,ACC01183,8014.87,2024-01-01 13:49:40,payment,normal,0,0.0
TXN0000129,ACC04065,ACC04897,1416.63,2024-01-01 13:51:46,transfer,normal,0,0.0
TXN0000130,ACC03143,ACC03378,5220.85,2024-01-01 13:52:22,payment,normal,0,0.0
TXN0000131,ACC01217,ACC03607,1294.57,2024-01-01 13:53:44,payment,normal,0,0.0
TXN0000132,ACC04117,ACC03138,1836.15,2024-01-01 13:54:42,transfer,normal,0,0.0
TXN0000133,ACC02692,ACC00285,1263.08,2024-01-01 14:10:34,withdrawal,normal,0,0.0
TXN0000134,ACC02419,ACC00494,2224.12,2024-01-01 14:12:23,withdrawal,normal,0,0.0
TXN0000135,ACC00564,ACC04141,3995.66,2024-01-01 14:18:25,transfer,normal,0,0.0
TXN0000136,ACC00200,ACC04246,2449.88,2024-01-01 14:26:05,payment,normal,0,0.0
TXN0000137,ACC01842,ACC02312,13094.46,2024-01-01 14:34:20,transfer,normal,0,0.0
TXN0000138,ACC01458,ACC00816,7957.69,2024-01-01 14:35:02,payment,normal,0,0.0
TXN0000139,ACC00569,ACC01582,804.42,2024-01-01 14:43:16,payment,normal,0,0.0
TXN0000140,ACC03358,ACC01783,862.97,2024-01-01 14:44:42,withdrawal,normal,0,0.0
TXN0000141,ACC04482,ACC04095,1999.21,2024-01-01 14:54:40,withdrawal,normal,0,0.0
TXN0000142,ACC03415,ACC02609,9301.92,2024-01-01 14:55:53,withdrawal,normal,0,0.0
TXN0000143,ACC02776,ACC02653,1136.64,2024-01-01 15:04:32,payment,normal,0,0.0
TXN0000144,ACC04653,ACC02796,531.17,2024-01-01 15:12:11,transfer,normal,0,0.0
TXN0000145,ACC04797,ACC03863,10601.61,2024-01-01 15:14:03,transfer,normal,0,0.0
TXN0000146,ACC04071,ACC03660,17850.57,2024-01-01 15:14:14,transfer,normal,0,0.0
TXN0000147,ACC01228,ACC02404,2068.87,2024-01-01 15:19:05,withdrawal,normal,0,0.0
TXN0000148,ACC00210,ACC04407,3830.89,2024-01-01 15:21:05,withdrawal,normal,0,0.0
TXN0000149,ACC01131,ACC03108,643.74,2024-01-01 15:28:48,transfer,normal,0,0.0
TXN0000150,ACC02133,ACC03923,6314.22,2024-01-01 15:32:00,withdrawal,normal,0,0.0
TXN0000151,ACC04742,ACC03067,621.6,2024-01-01 15:33:42,payment,normal,0,0.0
TXN0000152,ACC04032,ACC03125,1121.47,2024-01-01 15:36:44,payment,normal,0,0.0
TXN0000153,ACC01498,ACC01681,1706.69,2024-01-01 15:48:54,transfer,normal,0,0.0
TXN0000154,ACC02095,ACC00366,3855.86,2024-01-01 15:50:32,payment,normal,0,0.0
TXN0000155,ACC03094,ACC01791,2130.95,2024-01-01 15:54:38,payment,normal,0,0.0
TXN0000156,ACC01352,ACC01161,837.44,2024-01-01 15:55:23,payment,normal,0,0.0
TXN0000157,ACC03374,ACC03392,481.35,2024-01-01 16:11:49,withdrawal,normal,0,0.0
TXN0000158,ACC02946,ACC02104,6951.16,2024-01-01 16:13:21,transfer,normal,0,0.0
TXN0000159,ACC00921,ACC02981,27948.87,2024-01-01 16:13:32,withdrawal,normal,0,0.0
TXN0000160,ACC03198,ACC00278,30334.49,2024-01-01 16:20:47,withdrawal,normal,0,0.0
TXN0000161,ACC01305,ACC00795,3082.59,2024-01-01 16:21:58,withdrawal,normal,0,0.0
TXN0000162,ACC00094,ACC01603,5896.13,2024-01-01 16:30:56,payment,normal,0,0.0
TXN0000163,ACC01579,ACC00087,1794.52,2024-01-01 16:35:58,withdrawal,normal,0,0.0
TXN0000164,ACC03561,ACC01710,3196.49,2024-01-01 16:45:10,withdrawal,normal,0,0.0
TXN0000165,ACC00106,ACC00655,2320.51,2024-01-01 16:46:47,payment,normal,0,0.0
TXN0000166,ACC01577,ACC02098,1470.27,2024-01-01 16:47:22,payment,normal,0,0.0
TXN0000167,ACC03895,ACC03040,1380.6,2024-01-01 17:03:40,transfer,normal,0,0.0
TXN0000168,ACC02797,ACC04149,2056.1,2024-01-01 17:07:22,withdrawal,normal,0,0.0
TXN0000169,ACC04442,ACC04162,1941.38,2024-01-01 17:18:11,payment,normal,0,0.0
TXN0000170,ACC02404,ACC03342,9760.25,2024-01-01 17:19:42,payment,normal,0,0.0
TXN0000171,ACC01062,ACC02307,8816.18,2024-01-01 17:26:04,transfer,normal,0,0.0
TXN0000172,ACC02503,ACC01648,1045.39,2024-01-01 17:39:52,payment,normal,0,0.0
TXN0000173,ACC03888,ACC01184,2976.28,2024-01-01 17:43:03,payment,normal,0,0.0
TXN0000174,ACC01062,ACC03015,4775.87,2024-01-01 17:44:03,transfer,normal,0,0.0
TXN0000175,ACC02281,ACC03752,1106.53,2024-01-01 17:51:04,payment,normal,0,0.0
TXN0000176,ACC01124,ACC02483,2395.14,2024-01-01 17:52:37,payment,normal,0,0.0
TXN0000177,ACC00087,ACC00892,2200.49,2024-01-01 17:57:41,withdrawal,normal,0,0.0
TXN0000178,ACC01991,ACC04901,2141.32,2024-01-01 17:57:57,withdrawal,normal,0,0.0
TXN0000179,ACC03366,ACC01969,1011.2,2024-01-01 18:20:47,payment,normal,0,0.0
TXN0000180,ACC00148,ACC04978,1198.44,2024-01-01 18:23:31,withdrawal,normal,0,0.0
TXN0000181,ACC01235,ACC04887,3397.46,2024-01-01 18:35:05,withdrawal,normal,0,0.0
TXN0000182,ACC04975,ACC03096,1984.28,2024-01-01 18:44:19,withdrawal,normal,0,0.0
TXN0000183,ACC00081,ACC00708,5577.27,2024-01-01 18:49:19,withdrawal,normal,0,0.0
TXN0000184,ACC03205,ACC03157,1545.27,2024-01-01 18:53:33,payment,normal,0,0.0
TXN0000185,ACC02366,ACC03681,665.76,2024-01-01 19:01:44,payment,normal,0,0.0
TXN0000186,ACC01707,ACC00877,19748.65,2024-01-01 19:12:33,withdrawal,normal,0,0.0
TXN0000187,ACC02758,ACC03100,3411.78,2024-01-01 19:13:14,payment,normal,0,0.0
TXN0000188,ACC03461,ACC00593,21099.25,2024-01-01 19:17:49,transfer,normal,0,0.0
TXN0000189,ACC04179,ACC04302,4833.61,2024-01-01 19:42:36,transfer,normal,0,0.0
TXN0000190,ACC01749,ACC02072,3635.11,2024-01-01 20:09:22,transfer,normal,0,0.0
TXN0000191,ACC03321,ACC00879,514.71,2024-01-01 20:17:28,transfer,normal,0,0.0
TXN0000192,ACC03081,ACC03162,2662.69,2024-01-01 20:22:27,transfer,normal,0,0.0
TXN0000193,ACC01339,ACC02239,21222.37,2024-01-01 20:24:02,withdrawal,normal,0,0.0
TXN0000194,ACC02608,ACC00413,2222.0,2024-01-01 20:30:38,payment,normal,0,0.0
TXN0000195,ACC02628,ACC01480,6377.14,2024-01-01 20:30:41,withdrawal,normal,0,0.0
TXN0000196,ACC00202,ACC02044,10132.06,2024-01-01 20:41:04,transfer,normal,0,0.0
TXN0000197,ACC02105,ACC01945,1031.9,2024-01-01 20:45:11,payment,normal,0,0.0
TXN0000198,ACC00659,ACC04732,1261.25,2024-01-01 20:50:11,payment,normal,0,0.0
TXN0000199,ACC03716,ACC00270,4099.21,2024-01-01 20:56:54,transfer,normal,0,0.0
TXN0000200,ACC00137,ACC04084,999.54,2024-01-01 21:01:06,transfer,normal,0,0.0
TXN0000201,ACC00725,ACC04700,20164.2,2024-01-01 21:03:02,withdrawal,normal,0,0.0
TXN0000202,ACC01026,ACC03769,19080.37,2024-01-01 21:10:39,payment,normal,0,0.0
TXN0000203,ACC04977,ACC04065,1394.55,2024-01-01 21:24:18,transfer,normal,0,0.0
TXN0000204,ACC00680,ACC00609,3076.64,2024-01-01 21:33:40,payment,normal,0,0.0
TXN0000205,ACC04873,ACC02479,13031.34,2024-01-01 21:43:24,withdrawal,normal,0,0.0
TXN0000206,ACC02218,ACC04025,10198.48,2024-01-01 21:43:36,payment,normal,0,0.0
TXN0000207,ACC02494,ACC00768,3581.58,2024-01-01 21:46:11,payment,normal,0,0.0
TXN0000208,ACC00233,ACC04993,17764.7,2024-01-01 21:46:39,transfer,normal,0,0.0
TXN0000209,ACC02393,ACC04652,2268.61,2024-01-01 21:49:04,payment,normal,0,0.0
TXN0000210,ACC04303,ACC03254,11441.09,2024-01-01 21:54:22,payment,normal,0,0.0
TXN0000211,ACC03793,ACC03219,6572.71,2024-01-01 21:58:16,payment,normal,0,0.0
TXN0000212,ACC00457,ACC01862,8485.06,2024-01-01 22:06:11,transfer,normal,0,0.0
TXN0000213,ACC00655,ACC04623,4204.88,2024-01-01 22:06:30,payment,normal,0,0.0
TXN0000214,ACC01639,ACC03621,1284.27,2024-01-01 22:20:41,payment,normal,0,0.0
TXN0000215,ACC01095,ACC03055,1155.9,2024-01-01 22:20:48,transfer,normal,0,0.0
TXN0000216,ACC03584,ACC00937,2136.47,2024-01-01 22:24:29,withdrawal,normal,0,0.0
TXN0000217,ACC01097,ACC00373,6144.53,2024-01-01 22:24:44,payment,normal,0,0.0
TXN0000218,ACC02337,ACC01180,1470.46,2024-01-01 22:24:46,withdrawal,normal,0,0.0
TXN0000219,ACC00971,ACC03861,7986.04,2024-01-01 22:32:49,withdrawal,normal,0,0.0
TXN0000220,ACC04741,ACC04887,3995.12,2024-01-01 22:33:30,transfer,normal,0,0.0
TXN0000221,ACC00326,ACC03535,5044.98,2024-01-01 22:48:09,withdrawal,normal,0,0.0
TXN0000222,ACC02173,ACC01502,16968.94,2024-01-01 22:56:27,transfer,normal,0,0.0
TXN0000223,ACC03968,ACC02412,9036.54,2024-01-01 23:05:21,transfer,normal,0,0.0
TXN0000224,ACC04470,ACC00091,2435.09,2024-01-01 23:06:33,payment,normal,0,0.0
TXN0000225,ACC00503,ACC01678,4848.94,2024-01-01 23:11:32,payment,normal,0,0.0
TXN0000226,ACC04431,ACC02440,10871.86,2024-01-01 23:25:51,withdrawal,normal,0,0.0
TXN0000227,ACC00312,ACC02862,12428.2,2024-01-01 23:28:22,transfer,normal,0,0.0
TXN0000228,ACC04859,ACC01976,2360.22,2024-01-01 23:34:29,withdrawal,normal,0,0.0
TXN0000229,ACC02017,ACC02864,4963.82,2024-01-01 23:38:07,transfer,normal,0,0.0
TXN0000230,ACC00314,ACC03659,4787.74,2024-01-01 23:42:58,payment,normal,0,0.0
TXN0000231,ACC02561,ACC02451,5506.13,2024-01-01 23:44:27,transfer,normal,0,0.0
TXN0000232,ACC03506,ACC04533,5616.72,2024-01-01 23:47:41,payment,normal,0,0.0
TXN0000233,ACC03295,ACC03217,209.51,2024-01-01 23:50:36,payment,normal,0,0.0
TXN0000234,ACC00284,ACC02065,346.19,2024-01-01 23:51:08,payment,normal,0,0.0
TXN0000235,ACC03037,ACC04058,1531.01,2024-01-01 23:55:58,transfer,normal,0,0.0
TXN0000236,ACC00784,ACC00744,2775.09,2024-01-02 00:10:36,payment,normal,0,0.0
TXN0000237,ACC00711,ACC00137,6869.07,2024-01-02 00:22:06,withdrawal,normal,0,0.0
TXN0000238,ACC02227,ACC01353,1601.01,2024-01-02 00:26:38,withdrawal,normal,0,0.0
TXN0000239,ACC03539,ACC00739,3437.5,2024-01-02 00:42:52,payment,normal,0,0.0
TXN0000240,ACC02768,ACC01026,905.03,2024-01-02 00:43:22,payment,normal,0,0.0
TXN0000241,ACC02207,ACC02289,4760.62,2024-01-02 00:50:59,withdrawal,normal,0,0.0
TXN0000242,ACC03420,ACC03093,1304.69,2024-01-02 01:06:31,withdrawal,normal,0,0.0
TXN0000243,ACC01279,ACC04857,2331.72,2024-01-02 01:07:06,payment,normal,0,0.0
TXN0000244,ACC00790,ACC01410,8735.09,2024-01-02 01:12:08,payment,normal,0,0.0
TXN0000245,ACC02055,ACC02286,9402.49,2024-01-02 01:19:20,withdrawal,normal,0,0.0
TXN0000246,ACC04865,ACC00626,2247.19,2024-01-02 01:19:50,withdrawal,normal,0,0.0
TXN0000247,ACC01915,ACC00334,841.64,2024-01-02 01:22:06,payment,normal,0,0.0
TXN0000248,ACC00446,ACC04893,5871.14,2024-01-02 01:30:32,transfer,normal,0,0.0
TXN0000249,ACC01397,ACC04885,1750.4,2024-01-02 01:37:32,payment,normal,0,0.0
TXN0000250,ACC04873,ACC00080,2015.01,2024-01-02 01:38:12,transfer,normal,0,0.0
TXN0000251,ACC04288,ACC02812,2030.06,2024-01-02 01:39:18,payment,normal,0,0.0
TXN0000252,ACC04620,ACC02799,1229.46,2024-01-02 01:39:51,withdrawal,normal,0,0.0
TXN0000253,ACC01722,ACC03911,2515.34,2024-01-02 01:44:07,withdrawal,normal,0,0.0
TXN0000254,ACC01971,ACC04518,1843.79,2024-01-02 01:45:23,payment,normal,0,0.0
TXN0000255,ACC01765,ACC02425,7706.81,2024-01-02 01:48:20,transfer,normal,0,0.0
TXN0000256,ACC02221,ACC00626,7201.86,2024-01-02 01:49:38,transfer,normal,0,0.0
TXN0000257,ACC04119,ACC03638,3335.73,2024-01-02 01:50:31,payment,normal,0,0.0
TXN0000258,ACC03189,ACC04106,14067.75,2024-01-02 01:52:46,payment,normal,0,0.0
TXN0000259,ACC04665,ACC03115,4705.77,2024-01-02 02:07:04,transfer,normal,0,0.0
TXN0000260,ACC04169,ACC02156,3607.48,2024-01-02 02:07:17,payment,normal,0,0.0
TXN0000261,ACC01122,ACC01900,2467.13,2024-01-02 02:16:57,payment,normal,0,0.0
TXN0000262,ACC01554,ACC00036,41547.46,2024-01-02 02:17:05,payment,normal,0,0.0
TXN0000263,ACC04652,ACC01342,8060.84,2024-01-02 02:36:45,transfer,normal,0,0.0
TXN0000264,ACC02052,ACC00284,9442.1,2024-01-02 02:46:08,transfer,normal,0,0.0
TXN0000265,ACC04997,ACC04515,2195.97,2024-01-02 02:49:43,transfer,normal,0,0.0
TXN0000266,ACC02377,ACC02446,1526.14,2024-01-02 02:57:14,payment,normal,0,0.0
TXN0000267,ACC02404,ACC01641,6440.44,2024-01-02 02:58:53,withdrawal,normal,0,0.0
TXN0000268,ACC02373,ACC00106,1199.64,2024-01-02 03:04:46,withdrawal,normal,0,0.0
TXN0000269,ACC04885,ACC02360,95473.0,2024-01-02 03:11:32,transfer,normal,1,0.0
TXN0000270,ACC04885,ACC02360,92323.0,2024-01-02 03:11:32,transfer,normal,1,0.0
TXN0000271,ACC04885,ACC02360,95162.0,2024-01-02 03:12:32,transfer,normal,1,0.0
TXN0000272,ACC04885,ACC02360,93909.0,2024-01-02 03:13:32,transfer,normal,1,0.0
TXN0000273,ACC04885,ACC02360,92730.0,2024-01-02 03:13:32,transfer,normal,1,0.0
TXN0000274,ACC04885,ACC02360,91261.0,2024-01-02 03:13:32,transfer,normal,1,0.0
TXN0000275,ACC04141,ACC00768,1741.65,2024-01-02 03:14:33,withdrawal,normal,0,0.0
TXN0000276,ACC04885,ACC02360,92908.0,2024-01-02 03:15:32,transfer,normal,1,0.0
TXN0000277,ACC04885,ACC02360,97811.0,2024-01-02 03:15:32,transfer,normal,1,0.0
